,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Lable
0,0.3308167712757532,1.1314436080657682,-0.09416555192061088,0.33056327654884465,-0.16343583065616263,1.518629560365495,1.5755009358424055,-0.17958850097910234,322.02971958110135
1,-0.31669995390335576,1.1891504847221441,1.3930662405829926,0.08751001018871311,-0.969797603506867,-0.26557615867858203,-0.30787902657630095,-0.30408629254901026,14.173302874175269
2,0.09218488240973201,-0.4369393998094291,-0.27302387899263014,1.3014417442230182,-0.17416881704472187,-1.3286291369459649,1.4075059334840654,-2.7230512123226,-239.1667571618033
3,1.5187286935058777,0.10184443233507905,-1.4220245584726663,0.15640290057957315,0.8116111729396587,1.4501842108250267,-1.2761663883397854,0.6570360784759735,108.14781929618816
4,1.3706107523605338,-1.2463796838950771,0.11086790947159646,0.332520383647968,-0.05007625303264939,-0.4949764697664918,-0.8417919807631261,0.5802088347148487,-92.16585163929832
5,-0.8925521656627774,0.9937130411158871,-0.6454310309041641,1.3582184642179809,-0.4268898418420235,0.23936882401990264,1.362658132069611,-0.20248238127079365,146.57657141317287
6,0.5233426304345435,0.6820347768334102,0.29655656728653923,1.4187292755100624,0.7049794803731054,0.23876067172970541,-1.9421495432511602,0.1617103094175957,33.685484938179705
7,1.670271846171049,1.4728475510624501,-1.4978929750460501,-0.7734928486456334,-0.27920536615071473,0.6867713841875482,0.43512295389139277,0.8130673846158423,256.4560309776364
8,0.17165266173025281,-0.2795268633210962,2.7179687896432014,1.0386446318151736,-1.62050274890365,0.9634281921147781,-0.9416906866483438,-1.4324791029747934,-151.33351202866635
9,0.5628611811572876,-2.9302228443679765,1.035262562912749,1.505008189349684,-0.1248417726449547,0.812811870496868,1.9648894053392907,-0.03183401761355125,58.69998217875394
10,0.006355875683718263,1.2469497611775788,0.1902145688716806,0.5276246273505988,1.4482085518948633,-1.2396230704465656,0.09696363666589082,-0.9730118015152337,67.58590257322355
11,-0.8763267386254864,0.3255521628805719,-0.26991790118506015,-0.2396699472941186,1.3457691801150062,-1.4252109609210646,1.954733563155294,0.7687358603185999,226.57069071952333
12,-0.2622824303760509,-0.44691719062852087,0.3998041453932744,-0.9386827159303761,-2.2460027329875234,0.01751933275776536,-1.055938394431879,-0.7011837045063827,-362.7665523974141
13,-1.3992338686095869,-0.19723636840428496,-2.0420964154954233,0.12618068088061885,-0.34825811883938024,1.0576951014282159,-1.605180795787059,1.1912324570650992,-142.21377432585172
