,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
0,6.572897026795875,-5.172835180524913,2.7418098241937647,-2.2733391658593396,-5.050879272137592,5.292105758292966,3.226456040088264
1,-7.156457649928127,-5.98534793355229,-5.031590849496971,-4.150187411535555,-8.2331078193571,-4.271970363738657,12.694241509017775
2,-4.631282545406316,1.0438726200667585,-1.3620406256572575,-8.999582284695299,-7.4068868028324095,-1.8480316565315027,12.250691019083169
3,-5.046996680551834,-1.4155938921947866,-5.699884126222436,-6.161301450305789,-6.949402277319603,0.9267895660818941,11.114727891282048
4,-10.353179673490477,-1.0181426460081786,-3.2436668636802706,-2.3666458599436253,-8.2094710476468,-0.8595855683720236,10.090309790905833
5,7.35823117336893,-4.386252006089714,1.1782133576890792,-1.3692656699819612,-4.2868353323370725,3.8995793917264128,4.00775635071032
6,-6.418983460131446,-1.7186172014069765,-3.157181631730163,-0.8070572044131707,-6.826124812726295,-0.7082490496391608,10.230401233756421
7,4.957128364160724,0.11403607284944622,3.58595916893426,8.074181352069232,-0.9761561445481419,3.1178765600880096,10.581634056284305
8,5.781500211934407,4.031931231026693,-7.302694859657815,6.313265995189286,-4.087818583086438,4.350635754587208,7.754373368104625
9,4.620484097130657,-5.238872950683123,1.855186438273902,-1.1684772085783086,-4.642780122659366,5.302210297977244,4.303940158107595
10,-7.567113756535504,-0.03409224736063132,-7.905486665782364,-6.564597047071234,-8.676094128446275,0.22071788723486874,8.192594898008718
11,-8.56769196492929,-1.056174349064524,0.07246934297607321,-7.305848927103814,-7.323651093028298,0.48378280369239013,11.14184556283102
12,4.526418184584999,1.983456779452826,-1.9378141852134614,5.390846333563766,-1.8859618253557062,3.1077061294788177,5.181981184511197
13,8.92621705052187,0.36040883046850825,6.9438109279745746,5.887450648027588,-0.9148946810615195,-3.650100550051377,4.089147878293522
14,7.261308954527865,-6.105434020307854,1.7116074061808528,-1.6199518351192477,-4.437539447684066,5.1006457376910355,3.5978676484623304
15,2.090422136596495,4.702177736930277,-1.499670904789736,1.461111289256646,-2.0384413329318205,2.82983453133206,11.317030276751645
16,-6.135963915809391,0.3759648745704217,-4.451819253956041,-2.3604970326829013,-6.918994783173854,-0.07845993934632323,8.58310327407856
17,-5.508774891040118,-3.3901823245338094,-6.037939212815975,-3.7485228310355483,-3.6785155039246105,-0.16859257354289214,4.879362071728257
18,6.27011770794932,-5.384768794143117,1.9052762678059911,-2.3436988816518376,-3.8900789959714044,3.746599841396141,3.2739070081161836
19,6.352960528740454,-0.4264185679885937,-0.27047959645841424,10.279741598577573,2.0366000945560208,-1.8541642427733365,5.269606562470792
20,-4.312227105610667,-3.9497633118666577,-3.2888597439038643,-6.5894381438803435,-4.303694209692173,0.5738715379917432,8.521009422331444
21,7.537665898776866,-5.159354860408105,0.3737896789896098,-0.792866357624705,-4.256934416584186,4.348530316517365,3.338466998401316
22,0.5062985225050518,1.6024486698241762,1.7251688994625183,-1.2336925093740554,-0.5854648399587505,3.968301687187452,1.0226664431774415
23,8.5407183629112,3.567200217539543,-3.5209842213901306,5.575398626736126,-0.4828291287394446,1.2715219929058414,3.6666376214067533
24,6.49431370363213,-5.2513487893589765,1.6660906835793803,0.23917017328713563,-4.153014757247214,5.458834108997871,2.3191387556320526
25,3.341823382188457,-2.425700466403642,-0.6232630137666874,7.543883526973152,-3.6897839994652637,7.259244464771746,11.527931009540605
26,7.647371918529906,-5.340994915034589,1.1743573549813,-1.4464460094144034,-3.7983485616245893,6.1565140651564345,2.899177021647067
27,8.549728915551196,-4.893824466434644,2.8974630233171097,-1.991491309739442,-5.22919161870964,6.600299321300238,3.4881279231645514
28,4.99965613058526,4.679195470968132,0.5099421259467586,5.009201198514399,-2.110526757444459,1.662715392660819,8.044597835314281
29,7.764511495977097,1.5821563396605214,-3.3117998090960317,6.29891197396304,-7.54593765829472,-2.9173444335635867,7.997773987263061
30,8.932843202012545,-4.327230161999521,0.04942066790058153,1.1141076246971515,-3.349480151647798,4.5887811381255394,2.387864008050925
31,3.2471970624723707,2.6051612776902,4.05857257966641,7.347901535472753,-1.9236714149146783,6.254106685458594,-1.6216857532954423
32,-6.534405591991124,2.992131532404438,-5.197058353214881,-5.226468055357297,-5.671123531951748,-1.5491326221153476,13.179465492116247
33,11.74924546740577,-0.24065119987943373,-0.1216262687026879,11.891692465816051,-3.494563598007729,3.276635652374299,8.185443791571636
34,-8.059650007230143,-1.487599169880411,-4.012598944288855,0.8891735418289182,-7.529070818390203,0.2096526669618166,9.973148157904333
35,6.462150378484042,-4.712216883318638,3.383200468573662,-1.5784380192646394,-5.248884063110927,5.577885343355478,2.041836937270899
36,5.6879450799624305,3.5469119172534613,0.0758579061033468,-1.3143362216091372,-1.6566852015684528,1.4831674583255179,6.21616445303402
37,-6.298747973641538,-0.7984436296738714,-3.450144320228958,-3.7742118908017708,-6.873400881812328,-4.6124175320077505,9.08488097663841
38,-8.508619386946746,0.10982248512681059,-1.657925598188433,-1.7222180137539396,-7.826525262506798,0.4679875338795778,10.230273180000395
39,2.8012087885612518,-1.0405402058136963,1.721235179295261,8.117759282777472,-1.108137439492394,6.2710360909802425,0.05093626257033179
40,6.352668230129937,-5.4194618066112445,3.384554706245301,-1.2119238447446845,-4.647895150814067,5.190996293020329,3.2639354167506514
41,2.857006749774123,0.6289359955398252,5.525567671904529,4.730696766283253,-5.454473153926498,-2.0584616954958985,10.065064302856797
42,9.081140834571379,0.7662918106344181,3.2807774037703505,4.299224799818738,-0.9451265436123011,-3.337920151567955,12.06907064986949
43,-5.2466845867527425,-0.8520942471871935,-3.0796572825961683,-5.1985035520239755,-6.643553451016488,-3.1816678523649102,10.089527271210246
44,-9.58034943591616,-2.4254009334344326,-3.586212401239199,-1.4134586950387615,-5.766668591040578,0.6267613183261527,8.791433503183884
45,4.827692522828683,0.5821863921803929,-3.208893821314263,9.182363802222536,-4.224181343260126,-0.19349260976677152,12.843379134685925
46,4.5752460758006075,-3.7132805148561037,4.22445908626081,3.9448931141191594,-7.613108478162136,-2.888708950107439,6.936757125099256
47,1.2015833633779085,-2.177415536730187,1.3747046024807381,8.35886592617959,0.8608918338826292,1.5120527897711507,7.717943550824284
48,-6.022880775602026,-1.168833876181861,-2.043380255487533,-6.202049209658777,-9.441787203583308,-2.039898124092286,8.84206136856224
49,-6.663939293993641,-0.6735862383033486,-7.2007096493297915,-4.383769840643333,-7.6586375808214635,-3.3837463745715413,8.98405901668954
50,6.793781216074149,6.294883797876709,0.6589412831487559,4.4013623151272325,-2.3635802221750897,0.49106917491425905,9.950729082925655
51,7.818760053193305,-4.289917505759807,1.945126845682886,-1.9185206821728604,-4.099458032947365,4.955470635409428,2.0203174100425505
52,-9.970443989411097,-1.082166633758491,-4.832422136279055,-7.15024582135684,-10.065862675601664,0.7966628495603287,7.507411597147715
53,5.934286825912976,-3.187393034458391,1.9322791611533146,6.398602285288104,-0.5461570818224772,-0.20583035409461803,5.218520276164912
54,5.391231432929754,-4.855838606128355,0.42296362779972463,-2.7972974025363175,-4.778993017678724,5.184315226724497,3.097047455558908
55,4.933483655699077,4.85411171567712,-2.395105169503642,9.242191807184142,-3.4885288306378643,0.028355069965257496,6.222882578486015
56,-3.668872118350732,-0.40179440824084484,-5.442678222575603,-1.167636449861452,-4.257351787413839,-2.3010531039462503,5.367341839735548
57,-1.124766369887614,-3.2196934519556653,-0.36623249926920337,5.505869516284231,-0.5594543344458986,-1.4110653122591201,0.34357015203937813
58,-7.780827518865896,-1.330798575458322,-3.227024618042941,-2.7157252631556297,-7.602743802804568,-1.4237820759421205,8.180581504184175
59,6.995992672297244,-6.643095031098123,1.4817976294711799,-2.1970353053147673,-3.918628153613607,2.7031258013208905,2.6853818768278526
60,3.633228987974627,1.6992458018423298,-3.2723229094426087,3.385562597538925,-2.0732037022380974,0.2656066012426861,3.7120817945528257
61,-3.774229373898316,1.8859052532682363,-2.324819583007344,-1.8629124428899715,-9.478699373600197,-1.8367096731930983,8.208174552508856
62,7.525087115062097,-2.575928214621294,0.9214675886286327,1.103908450401665,-5.06510703683254,4.881525427979901,3.094635306639119
63,5.89130719481512,-4.4013615433889,1.609665610362162,-1.0044675241007048,-5.7193522552933285,4.586230683614818,3.0202168878871367
64,6.642610410580604,-6.0126839515788095,0.10661022569128742,7.880363250031248,-9.514905373592368,-0.06842395298224924,8.74883567459354
65,-9.441468719477236,2.2370532282203377,-5.4378921569349865,-2.5645356745821033,-8.260534691521265,-2.278029889717877,9.110467683067204
66,6.3207664942687485,-3.407335570488147,2.4586158565752347,-0.4927467605412488,-5.49450363135062,5.720973711260998,2.2458781307296283
67,6.623806637936961,-5.001587766950174,1.0001447212461418,-0.32798810703998305,-5.171785151593614,5.613099319151756,4.0794839131853236
68,6.569043192587987,2.2896876876467163,-2.5519482317492557,3.3928932487681887,-0.20596412663398,0.8156951942199347,6.1832377132821374
69,6.265328657069945,-5.566045537768316,0.7125090328791361,-0.8847654906651197,-5.120005886607592,4.1611743010348965,3.1891548334543423
70,4.086185114099085,4.488797092666486,3.0436863410706403,3.2794039155592802,-2.7691393413153986,1.8001294642035999,5.915319483630574
71,-7.336950186767553,-1.2897541863124626,-3.350865104919232,-8.628841497138513,-7.054129081561238,-0.8790896790275654,9.057013116596924
72,4.941601274815374,1.1195087275248168,5.572399550584499,6.822647142920037,-5.538080861397563,-0.16934614365389367,7.527133696741252
73,7.087847819767916,-0.7849952403759777,-0.23291412182782337,12.430518763868909,1.3270117070327565,-1.4902046278479686,6.534163828956494
74,7.899451088291693,-5.374696380698738,3.3729039821631677,-0.49743153475798707,-5.055786129544511,6.225478725822365,3.3065639515860967
75,-6.669304201625739,-0.9758997785830148,-5.678240524763702,-2.7744583004374115,-9.034961760044899,-2.9491539895244094,9.368451675369004
76,-2.869096056540059,1.322178528567834,-4.571662532813081,-4.8009441713085685,-5.140009267936604,1.124541911324044,10.783785951620645
77,-5.938354551007749,2.0658307528730018,-3.823445725434805,-6.700831595901736,-7.8653773461753005,-2.661502588018729,9.404041709086895
78,-5.2126663739785855,-0.7317465963945741,-9.173121983133427,-4.052758348102414,-7.398759575307504,-2.704118943138888,9.686426258494452
79,-7.2339026462293265,2.0405130367315616,-4.528505999836937,-1.903032450171616,-8.292853291268475,-2.514866272044605,9.436662935142044
80,2.392906744114944,-0.9672656328948388,3.0046000777719204,5.058791039370542,-6.482475088016196,-2.1154670183539412,3.489966524394855
81,1.1531731298774321,0.6895373413648782,2.5481687944419815,1.8159358858892602,-9.050967760353153,3.9541396170596355,6.225625053207797
82,-4.897219908904785,1.8015523182962414,0.7548332835991616,-2.5547179487203437,-9.057520969529664,0.05522428526256751,9.899316296221857
83,-6.749340070025249,-1.9857930225186167,-6.078528647918667,-1.442788695284046,-4.948178632947737,1.2553067712695691,9.01843791614965
84,7.709362098549225,-5.315879403377185,1.397718908149386,-1.7542953881821042,-5.2262453143123615,4.961218066675007,3.9706204630005018
85,0.7107826741100407,-0.8567322099204588,3.4312084824079347,7.105780030738199,-7.628601343477866,-2.5944459746219297,4.234316181780717
86,7.231313474414762,4.9885296537094135,1.931471444269775,9.08826184297641,-6.124840480039255,1.4243085736875216,4.199029395864455
87,8.55846654754337,-4.526453976027112,2.4110851317684734,-1.162343596290882,-4.694526980739289,4.3419671050981945,3.879736953305833
88,5.1465425361136505,-6.435027048917302,3.077122160251596,-0.3462885772415092,-3.9583355302100327,6.103808495822731,3.675991815561677
89,-1.8343671720619783,0.13476227692979892,-1.7840493602797656,-4.968745234877407,-5.445051697402803,-0.4345936496772431,15.768511590740822
90,-5.797319307727651,2.153823971066601,-4.800228268588044,-6.901872226763525,-5.843655323103916,-1.0624917505847042,10.304584735293036
91,-5.812031243385452,0.16399146120130348,-4.831656277456572,-4.8893976801357075,-5.818527838714436,2.186845973288638,4.783514638417772
92,8.436335008433725,-1.03728965331435,-4.7449764915037465,9.943593216073054,-3.8657784307216643,2.4595977720670534,8.251722016414453
93,3.4489215473503014,-0.43332495900124657,-1.4664437709829272,0.14472935830435318,-0.08951848592033373,4.9069465577607465,7.928221316770559
94,2.989047798402434,0.9363594684653628,0.23690917845737203,-0.18092998608247157,-3.935544111477613,7.065607824360418,1.7131327918290333
95,-8.756328168522149,-0.4086114944457169,-4.8736152175965595,-4.254185721847178,-10.40814555743258,0.09824806241364326,10.128587302191448
96,6.2161238785319135,-5.1053357942862725,1.112821206833769,-0.32313792155536225,-5.215357220024684,6.2255946559436675,2.1622026476903016
97,-4.906811891562542,-0.7065391400601009,-3.380784435904091,-0.17926250727356585,-8.6436896953931,-4.46843674450553,10.369424266950036
98,7.198370268866151,-5.00854319338558,1.6497435175317916,-1.1667796401821846,-4.309976257735751,5.427259795999603,1.7566350755800015
99,-7.617837526412502,1.6933926017589256,-6.941361151492838,-5.852090216625882,-7.141874473808491,-1.8703166935447284,6.3843207535483355
100,-5.864820574641816,1.2849151764355915,-8.212620112811633,-3.760390116320783,-7.757367653163397,4.108702039110622,12.274378634602218
101,7.049435912869384,-4.785935805429789,3.5097319891562027,-1.6679258797402512,-3.711168670930764,4.9582549060564,3.4272693081891834
102,6.28355670956802,-5.572038539862855,2.4064276651647454,-2.1215038450772283,-3.4391883765844917,4.894734975627141,3.4452187947537727
103,2.3704919212354376,0.7847227550028898,5.755854591868766,5.858827444069384,0.9086342702361843,-5.6175358152133255,5.745851733218505
104,8.938555957060458,1.6834595594635733,-6.735150257371261,9.786133794857022,-7.349877637824976,0.7301221344396995,7.750870231062926
105,-7.13231860938723,-0.2065464722523137,-0.7013482417640526,-3.760226371119707,-6.891247283515183,-0.8933494352354898,9.766200533305817
106,6.465691489089201,-1.0315303906523414,5.479099504969012,-0.0020385937169518087,-6.019189571787752,6.298628592168998,5.5916720091520755
107,5.415143569050631,-3.7775510249240045,2.4677025040253744,-0.920568148756042,-4.51582662853404,2.2550415959940158,3.4649820232524933
108,1.7594842787562035,6.776230432666179,-5.3120041332415,7.623123951755704,-7.845779852472345,0.9754090010908729,7.810194721888638
109,4.653950163606268,2.7702746094881445,-2.7390275031587756,5.241052783829915,-5.7561040310435505,-0.27033765819648314,6.016108959417313
110,7.064658505274052,-0.5914764290141581,-7.156181134194976,4.537480366679082,-2.648143649202305,2.538906547698625,3.853157708740277
111,-11.385141567701519,-1.144316685273775,-6.046000805117688,-6.4440574669851,-8.196935093412051,-1.2156291622363304,10.69164086230758
112,4.351004656910644,-1.0333975367626722,-1.3220950985157027,4.581716218477984,-5.217677084425321,-7.091998190193204,0.48007176762362214
113,5.4257313114045616,-2.0386033224987754,3.7922490373934137,4.021416229791365,-2.8692013954380116,4.089594034042446,8.426026899302922
114,3.9898329179264773,1.0498631768445614,-3.031184437083045,7.28588562594533,-5.038219878610891,4.540262043815314,1.2636823971399105
115,7.673498119415475,1.1145246433148233,2.7561352292333696,1.4951809618571712,-4.553517864653243,0.6177458519264358,0.9515924525356336
116,9.01366605951114,-4.829935359418435,3.905976358931854,-2.8038688537070686,-2.723757127421494,4.567240170269298,3.304942786860147
117,-3.3058237324257753,0.22850684642067032,-4.635563461513313,-0.5819226549595573,-8.975292171486142,-2.5589646250888887,9.1396173575463
118,8.880249997909363,-0.7427017574967589,-0.8006162542943489,3.0864569482282316,-0.5137492937241563,6.239642314840517,1.916911803900943
119,-4.498314874323944,-2.0349177809278585,-6.084920036983169,-2.9295291689577336,-7.673801418474011,2.0529535336666758,10.040762385091483
120,2.4824067151505713,-3.0450592061547237,-4.558363846906524,7.120448278541124,-3.600914271290196,5.115057284787184,7.473349275062124
121,0.7908090160112824,-6.3470745203747505,3.5095026545280907,2.826947621181553,-4.259713751107513,4.360716755355271,0.7078513533829831
122,7.58306369353496,-6.627042142866838,0.9435075289948409,-1.794131060060257,-6.025573844739602,4.588587303922133,4.546121669603222
123,5.227360975100252,-4.572077146364144,3.2469816083123515,-2.3884664954209205,-6.035976321707487,6.735036933827005,4.328307267919511
124,1.6017184505459623,-0.6134611689521294,1.7124124863483403,10.017245818584055,1.02529037348945,5.24893910757345,7.545422486290409
125,6.252944822816839,-5.428420677921907,0.9001237177124829,-1.9477226016816953,-2.812825054298788,5.070069404039598,3.407427641959108
126,-6.0576809524526025,-0.09627762902640158,-2.7118215550440334,-7.539272162037905,-7.058506580950704,-0.4618428841570783,13.627750031750457
127,-5.179827590859599,-0.4074224564705848,-8.411831208185246,-5.067526395396753,-8.054699916634302,-1.5588016691866364,7.192060224729088
128,7.528835415431098,0.7243772296787327,-5.532653647863396,10.464058628050807,-4.990788148556122,3.4824712319531788,7.549043455972656
129,-5.155904901052113,0.0745101192117758,-5.857581354682067,-5.454221243734826,-5.815555717704164,-1.3920280034407015,12.05455078228571
130,-4.812788711919351,2.4438823415737003,-6.370614153967777,-5.405054539050555,-5.449551305220194,-0.999351564665699,9.590648824919658
131,7.871810081352202,-6.13148205876494,1.5607873241962775,-1.052557476523394,-7.0030385274526346,7.3010401790245005,3.3912982566220347
132,6.810073006914565,-5.124884179653979,1.607060660257606,-1.3570525849634798,-3.464451536750388,-2.869979672322958,7.257963063647651
133,3.391110145002486,-0.7159256532976179,1.5357483236051461,9.511257093953393,0.5031530160008124,5.96533518699203,5.940046385390698
134,12.197603463464027,2.3150129879149937,-3.073495673273592,9.425694962587833,-6.006135446794341,1.7657562237274018,8.137282578009954
135,-7.497735691492582,0.20942357177199522,-5.658385921126014,-4.4909740057529515,-4.883122684531163,-2.6060958135887935,10.975082581719818
136,-4.3563485354030025,3.6682857823690966,-4.575961214688354,-4.686854231032143,-7.525993021238133,-0.5975927808991346,10.557142498924469
137,-3.8820832200102076,1.1764528511774772,-5.435410821343014,-4.762999801403794,-7.652812929528441,2.229853567293855,8.976870510652336
138,3.9831353154819733,3.524453715891381,-7.155466234869218,2.886316808171736,-1.7987285039039462,2.8999906930161163,-0.2295663582662808
139,-10.590667776856936,-3.079784477622209,-5.697784713814521,-2.3263602853408925,-7.170910586597511,2.2595466393384918,10.724010698077528
140,7.4459785147916575,-5.5073733419777655,1.5331939920541306,-1.4597201707360512,-5.915678268526982,7.559913679371349,3.5792480452150173
