,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Lable
0,-0.7045112016671382,1.3605041260655628,-1.6650120378974356,-0.4745676308769945,-0.5672223167256374,-1.1647287267805921,3
1,1.76991755513902,0.5708568721260313,-0.20125414992569435,-0.7223329866902228,0.18541498519200572,-0.7684812521374601,4
2,-2.260789733945356,1.659540253471616,-0.24832486932350273,-0.5827154676808391,0.057364552696302695,0.5461277680430359,1
3,1.9607008497853609,-0.795643350247532,0.683856363198161,1.5895103752137063,0.3894482794211267,-0.35682397433919943,0
4,-1.370376753084488,2.5679533472588383,-1.6731875164866863,1.5443518694922709,-0.3607737652588394,-1.602943856412422,3
5,1.4899288108713464,1.3059214648281463,-1.0298124654717782,0.22529682224783587,-1.2249161026822648,-1.297685253976851,2
6,0.0013629109011213947,0.24322575127335372,-0.595212691558471,-0.7703152825742697,-0.47176427037133106,-1.1661034887057995,4
7,1.558453880830136,-0.41240095927680076,0.6093822052420732,-1.5416794715827287,-4.340971018387321,2.0217090336720758,3
8,1.721167924740325,0.8182747559392468,0.42188897538179415,-1.634229830111463,-1.8842056270947924,1.4788230978234118,0
9,-1.2937661875637594,0.019946883380254504,-3.434707076950172,0.4012686744648684,-0.949092941550111,-2.410871359795045,4
10,1.7869574267913224,0.009069608559582505,-1.5872912252677425,1.7492702469734578,-1.3802376495097946,-0.019762058277343675,2
11,0.4574004614218343,0.6256014364609583,0.4358305693614368,-0.3612154090165522,-0.9503199664839909,0.6579322920480521,3
12,-0.215716103074292,-1.0752074319140545,1.9158309504269087,-0.3171493838639088,0.8969431289958036,0.9388955677799852,0
13,2.4691396549589313,-0.08356110659170198,-2.3287363701165256,-1.2019383193866156,-0.32636018854338034,-2.3686988723413718,2
14,-0.37531854184805713,0.8567565096496991,0.29870075381090455,-0.20939362502981887,0.05551149001378308,2.7085339256859835,1
15,3.0983504744161916,-0.14867115852402502,1.2418498538366116,-0.5598733989886321,-0.6375724432508404,-0.8633166469531969,4
16,0.620981181996515,-0.3088205663067981,-1.0634304124631855,0.16707608586426062,-0.42342128720050787,-1.6614248151625026,2
